,dropoff_node,pickup_node,distance,dropoff_longitude,dropoff_latitude,pickup_longitude,pickup_latitude
0,13,55,0.08329092746448014,0.0,0.0,0.0,0.0
0,13,56,0.07313755913055128,0.0,0.0,0.0,0.0
0,13,57,0.05074745051153771,0.0,0.0,0.0,0.0
0,13,58,0.08350230680765196,0.0,0.0,0.0,0.0
0,13,59,0.01612135411940505,0.0,0.0,0.0,0.0
0,13,60,0.03860933599912955,0.0,0.0,0.0,0.0
0,13,61,0.07869528528535163,0.0,0.0,0.0,0.0
0,13,62,0.08661716311084033,0.0,0.0,0.0,0.0
0,13,63,0.035335787816869,0.0,0.0,0.0,0.0
0,14,0,0.028651970545425412,0.0,0.0,0.0,0.0
0,14,1,0.07777502460021161,0.0,0.0,0.0,0.0
0,14,2,0.008031145463504039,0.0,0.0,0.0,0.0
0,14,3,0.05423283186509479,0.0,0.0,0.0,0.0
0,14,4,0.08641266291717312,0.0,0.0,0.0,0.0
0,14,5,0.036020524201286534,0.0,0.0,0.0,0.0
0,14,6,0.05418116864166543,0.0,0.0,0.0,0.0
0,14,7,0.07994980094179875,0.0,0.0,0.0,0.0
0,14,8,0.02961467278100336,0.0,0.0,0.0,0.0
0,14,9,0.07594469326614106,0.0,0.0,0.0,0.0
0,14,10,0.028178548921852273,0.0,0.0,0.0,0.0
0,14,11,0.07638463305281555,0.0,0.0,0.0,0.0
0,14,12,0.035827293347748236,0.0,0.0,0.0,0.0
0,14,16,0.0687279456888641,0.0,0.0,0.0,0.0
0,14,17,0.007492882317932521,0.0,0.0,0.0,0.0
0,14,18,0.07538101755692637,0.0,0.0,0.0,0.0
0,14,19,0.08704876284555113,0.0,0.0,0.0,0.0
0,14,20,0.08772105125406866,0.0,0.0,0.0,0.0
0,14,23,0.028893739907887232,0.0,0.0,0.0,0.0
0,14,24,0.05572046163600479,0.0,0.0,0.0,0.0
0,14,25,0.049633327712304935,0.0,0.0,0.0,0.0
0,14,26,0.014216357870235055,0.0,0.0,0.0,0.0
0,14,27,0.04840838513788353,0.0,0.0,0.0,0.0
0,14,28,0.014218762828754127,0.0,0.0,0.0,0.0
0,14,29,0.061036212827165835,0.0,0.0,0.0,0.0
0,14,30,0.06504539264391741,0.0,0.0,0.0,0.0
0,14,31,0.06008095200199851,0.0,0.0,0.0,0.0
0,14,32,0.04132160998045342,0.0,0.0,0.0,0.0
0,14,33,0.052297582844560236,0.0,0.0,0.0,0.0
0,14,34,0.08794232650006484,0.0,0.0,0.0,0.0
0,14,35,0.04652148139346872,0.0,0.0,0.0,0.0
0,14,36,0.023145146641282033,0.0,0.0,0.0,0.0
0,14,37,0.027180503370222743,0.0,0.0,0.0,0.0
0,14,38,0.07747788325470524,0.0,0.0,0.0,0.0
0,14,39,0.04567379336891658,0.0,0.0,0.0,0.0
0,14,40,0.07067041821858643,0.0,0.0,0.0,0.0
0,14,41,0.0782739685492802,0.0,0.0,0.0,0.0
0,14,42,0.05868364386121602,0.0,0.0,0.0,0.0
0,14,43,0.08053923969198583,0.0,0.0,0.0,0.0
0,14,44,0.019209183534199335,0.0,0.0,0.0,0.0
0,14,45,0.04073515906795011,0.0,0.0,0.0,0.0
0,14,46,0.08813386600989591,0.0,0.0,0.0,0.0
0,14,47,0.0742888244976669,0.0,0.0,0.0,0.0
0,14,48,0.012466868015070652,0.0,0.0,0.0,0.0
0,14,49,0.04302574457382621,0.0,0.0,0.0,0.0
0,14,50,0.013510013203651769,0.0,0.0,0.0,0.0
0,14,51,0.034544603946624244,0.0,0.0,0.0,0.0
0,14,52,0.08813934614088179,0.0,0.0,0.0,0.0
0,14,53,0.0450483867474055,0.0,0.0,0.0,0.0
0,14,54,0.03126353233071432,0.0,0.0,0.0,0.0
0,14,55,0.07247018717220806,0.0,0.0,0.0,0.0
0,14,56,0.04603762313116505,0.0,0.0,0.0,0.0
0,14,57,0.04441098643350314,0.0,0.0,0.0,0.0
0,14,58,0.06898171934923002,0.0,0.0,0.0,0.0
0,14,59,0.06418932183757772,0.0,0.0,0.0,0.0
0,14,60,0.014701012339089386,0.0,0.0,0.0,0.0
0,14,61,0.027585099119098046,0.0,0.0,0.0,0.0
0,14,62,0.08581391848935008,0.0,0.0,0.0,0.0
0,14,63,0.031827285143014396,0.0,0.0,0.0,0.0
0,15,0,0.08978110178413198,0.0,0.0,0.0,0.0
0,15,1,0.027664627898849443,0.0,0.0,0.0,0.0
0,15,2,0.06304299455685723,0.0,0.0,0.0,0.0
0,15,3,0.02589234548636333,0.0,0.0,0.0,0.0
0,15,4,0.01741660523182603,0.0,0.0,0.0,0.0
0,15,5,0.06700381447565168,0.0,0.0,0.0,0.0
0,15,6,0.05912687469981655,0.0,0.0,0.0,0.0
0,15,7,0.025755847808483605,0.0,0.0,0.0,0.0
0,15,8,0.06386876675740048,0.0,0.0,0.0,0.0
0,15,9,0.0249745820288972,0.0,0.0,0.0,0.0
0,15,10,0.05004605155616549,0.0,0.0,0.0,0.0
0,15,11,0.026646351164326558,0.0,0.0,0.0,0.0
0,15,12,0.0855016433510139,0.0,0.0,0.0,0.0
0,15,13,0.03151941254710192,0.0,0.0,0.0,0.0
0,15,14,0.007824124270546755,0.0,0.0,0.0,0.0
0,15,16,0.08272079685401032,0.0,0.0,0.0,0.0
0,15,17,0.04897442398139141,0.0,0.0,0.0,0.0
0,15,18,0.0468901276277671,0.0,0.0,0.0,0.0
0,15,19,0.07473160456281881,0.0,0.0,0.0,0.0
0,15,20,0.0602941244603538,0.0,0.0,0.0,0.0
0,15,21,0.016642527127550905,0.0,0.0,0.0,0.0
0,15,22,0.016516644318758406,0.0,0.0,0.0,0.0
0,15,23,0.06506719224715028,0.0,0.0,0.0,0.0
0,15,24,0.036301691198235564,0.0,0.0,0.0,0.0
0,15,25,0.08113942273399967,0.0,0.0,0.0,0.0
0,15,26,0.009814408254712454,0.0,0.0,0.0,0.0
0,15,27,0.08178892294521864,0.0,0.0,0.0,0.0
0,15,28,0.014999962741740537,0.0,0.0,0.0,0.0
0,15,29,0.04997346205563781,0.0,0.0,0.0,0.0
0,15,30,0.0792955064901495,0.0,0.0,0.0,0.0
0,15,31,0.05538259179904392,0.0,0.0,0.0,0.0
0,15,32,0.043510180805999846,0.0,0.0,0.0,0.0
0,15,33,0.0739690365976269,0.0,0.0,0.0,0.0
0,15,34,0.07158679205152267,0.0,0.0,0.0,0.0
0,15,35,0.08554709442739271,0.0,0.0,0.0,0.0
0,15,36,0.016580972397777533,0.0,0.0,0.0,0.0
0,15,37,0.050321684368488086,0.0,0.0,0.0,0.0
0,15,38,0.04192498841528009,0.0,0.0,0.0,0.0
0,15,39,0.0763904782354345,0.0,0.0,0.0,0.0
0,15,40,0.02782761285229307,0.0,0.0,0.0,0.0
0,15,41,0.02414665237060578,0.0,0.0,0.0,0.0
0,15,42,0.03078343490994795,0.0,0.0,0.0,0.0
0,15,43,0.08680830844252747,0.0,0.0,0.0,0.0
0,15,44,0.06637060761998952,0.0,0.0,0.0,0.0
0,15,45,0.08670679219790718,0.0,0.0,0.0,0.0
0,15,46,0.06276221293069204,0.0,0.0,0.0,0.0
0,15,47,0.011217796720207692,0.0,0.0,0.0,0.0
0,15,48,0.04287950102994227,0.0,0.0,0.0,0.0
0,15,49,0.07409807270872956,0.0,0.0,0.0,0.0
0,15,50,0.026999943637785358,0.0,0.0,0.0,0.0
0,15,51,0.08889531589412236,0.0,0.0,0.0,0.0
0,15,52,0.07533916849892744,0.0,0.0,0.0,0.0
0,15,53,0.07942918220452796,0.0,0.0,0.0,0.0
0,15,54,0.07959263777069586,0.0,0.0,0.0,0.0
0,15,55,0.05257473558321442,0.0,0.0,0.0,0.0
0,15,56,0.03299123869387036,0.0,0.0,0.0,0.0
0,15,57,0.006561928250799152,0.0,0.0,0.0,0.0
0,15,58,0.06317062256246973,0.0,0.0,0.0,0.0
0,15,59,0.04530454301431657,0.0,0.0,0.0,0.0
0,15,60,0.02833333064869579,0.0,0.0,0.0,0.0
0,15,61,0.03464495389832758,0.0,0.0,0.0,0.0
0,15,62,0.00918883375283452,0.0,0.0,0.0,0.0
0,15,63,0.073770276045422,0.0,0.0,0.0,0.0
0,16,0,0.058307514456301966,0.0,0.0,0.0,0.0
0,16,1,0.03166094025409505,0.0,0.0,0.0,0.0
0,16,2,0.08509472735372274,0.0,0.0,0.0,0.0
0,16,3,0.05730162274229013,0.0,0.0,0.0,0.0
0,16,4,0.06631039314492576,0.0,0.0,0.0,0.0
0,16,5,0.04667215834700707,0.0,0.0,0.0,0.0
0,16,6,0.06369715572126447,0.0,0.0,0.0,0.0
0,16,7,0.06714398519061923,0.0,0.0,0.0,0.0
0,16,8,0.029998938052923613,0.0,0.0,0.0,0.0
0,16,9,0.016195008390906394,0.0,0.0,0.0,0.0
0,16,10,0.027423501739305335,0.0,0.0,0.0,0.0
0,16,11,0.04967274337129486,0.0,0.0,0.0,0.0
0,16,12,0.02961256121731424,0.0,0.0,0.0,0.0
0,16,13,0.06483593941928603,0.0,0.0,0.0,0.0
0,16,14,0.010471969724514429,0.0,0.0,0.0,0.0
0,16,15,0.006604441550347792,0.0,0.0,0.0,0.0
0,16,17,0.07741797234130827,0.0,0.0,0.0,0.0
0,16,18,0.0754344171352388,0.0,0.0,0.0,0.0
0,16,19,0.023834156605120414,0.0,0.0,0.0,0.0
0,16,20,0.03058593325190745,0.0,0.0,0.0,0.0
0,16,21,0.06975419948958164,0.0,0.0,0.0,0.0
0,16,22,0.00631266855628485,0.0,0.0,0.0,0.0
0,16,23,0.01665135755451709,0.0,0.0,0.0,0.0
0,16,24,0.062090621038678004,0.0,0.0,0.0,0.0
0,16,25,0.06079784683496913,0.0,0.0,0.0,0.0
0,16,26,0.07116749133600683,0.0,0.0,0.0,0.0
0,16,27,0.012731317012680439,0.0,0.0,0.0,0.0
0,16,28,0.050358159341944736,0.0,0.0,0.0,0.0
0,16,29,0.03978501549917226,0.0,0.0,0.0,0.0
0,16,30,0.019359274133095856,0.0,0.0,0.0,0.0
0,16,31,0.033514104794165576,0.0,0.0,0.0,0.0
0,16,32,0.08695164621367664,0.0,0.0,0.0,0.0
0,16,33,0.07170504188844812,0.0,0.0,0.0,0.0
0,16,34,0.032591545215768764,0.0,0.0,0.0,0.0
0,16,35,0.04032294781014802,0.0,0.0,0.0,0.0
0,16,36,0.044866147429684616,0.0,0.0,0.0,0.0
0,16,37,0.058721961530902575,0.0,0.0,0.0,0.0
0,16,38,0.03314602878484014,0.0,0.0,0.0,0.0
0,16,39,0.025080722667983724,0.0,0.0,0.0,0.0
0,16,40,0.015861570390855385,0.0,0.0,0.0,0.0
0,16,41,0.06250611516989099,0.0,0.0,0.0,0.0
0,16,42,0.02573559412472208,0.0,0.0,0.0,0.0
0,16,43,0.0837106798806118,0.0,0.0,0.0,0.0
0,16,44,0.013410279226056126,0.0,0.0,0.0,0.0
0,16,45,0.01572627062058498,0.0,0.0,0.0,0.0
0,16,46,0.02774984241966602,0.0,0.0,0.0,0.0
0,16,47,0.02100780872513882,0.0,0.0,0.0,0.0
0,16,48,0.014583837789337079,0.0,0.0,0.0,0.0
0,16,49,0.011607904080497077,0.0,0.0,0.0,0.0
0,16,50,0.022734413637921266,0.0,0.0,0.0,0.0
0,16,51,0.02596088142525592,0.0,0.0,0.0,0.0
0,16,52,0.039436044663368836,0.0,0.0,0.0,0.0
0,16,53,0.06730058815160947,0.0,0.0,0.0,0.0
0,16,54,0.06536063189758676,0.0,0.0,0.0,0.0
0,16,55,0.022144873295989603,0.0,0.0,0.0,0.0
0,16,56,0.06366737659891253,0.0,0.0,0.0,0.0
0,16,57,0.007318660316336445,0.0,0.0,0.0,0.0
0,16,58,0.028937532869230703,0.0,0.0,0.0,0.0
0,16,59,0.08523980061442785,0.0,0.0,0.0,0.0
0,16,60,0.06017128209701873,0.0,0.0,0.0,0.0
0,16,61,0.014016377493127603,0.0,0.0,0.0,0.0
0,16,62,0.06574098593890723,0.0,0.0,0.0,0.0
0,16,63,0.0669929914342194,0.0,0.0,0.0,0.0
0,17,0,0.0209528832649211,0.0,0.0,0.0,0.0
0,17,1,0.06609493877604862,0.0,0.0,0.0,0.0
0,17,2,0.02119638846960205,0.0,0.0,0.0,0.0
0,17,3,0.02422926343842355,0.0,0.0,0.0,0.0
0,17,4,0.07686461747148843,0.0,0.0,0.0,0.0
0,17,5,0.010068242627439399,0.0,0.0,0.0,0.0
0,17,6,0.08678109502314046,0.0,0.0,0.0,0.0
0,17,7,0.03993362543591734,0.0,0.0,0.0,0.0
0,17,8,0.013459852924954645,0.0,0.0,0.0,0.0
0,17,9,0.06144588164099994,0.0,0.0,0.0,0.0
0,17,10,0.08685306224100935,0.0,0.0,0.0,0.0
0,17,11,0.020192721574554488,0.0,0.0,0.0,0.0
0,17,12,0.008910747503433325,0.0,0.0,0.0,0.0
0,17,13,0.04201140278857919,0.0,0.0,0.0,0.0
0,17,14,0.06169911197834302,0.0,0.0,0.0,0.0
0,17,15,0.08292869821559323,0.0,0.0,0.0,0.0
0,17,16,0.060603570799760594,0.0,0.0,0.0,0.0
0,17,17,0.0661940090034354,0.0,0.0,0.0,0.0
0,17,18,0.037098223757659574,0.0,0.0,0.0,0.0
0,17,19,0.0391516657704315,0.0,0.0,0.0,0.0
0,17,20,0.02115443772936689,0.0,0.0,0.0,0.0
0,17,21,0.054210071220393924,0.0,0.0,0.0,0.0
0,17,22,0.03480474196327094,0.0,0.0,0.0,0.0
0,17,23,0.02626837848720151,0.0,0.0,0.0,0.0
0,17,24,0.045982347734575164,0.0,0.0,0.0,0.0
0,17,25,0.07480779888353159,0.0,0.0,0.0,0.0
0,17,26,0.05134925191562772,0.0,0.0,0.0,0.0
0,17,27,0.0404324586495491,0.0,0.0,0.0,0.0
0,17,28,0.04377002305833476,0.0,0.0,0.0,0.0
0,17,29,0.016314870844250297,0.0,0.0,0.0,0.0
0,17,30,0.0062407887415075235,0.0,0.0,0.0,0.0
0,17,31,0.021134281947027978,0.0,0.0,0.0,0.0
0,17,32,0.023182709247765103,0.0,0.0,0.0,0.0
0,17,33,0.07617826222028559,0.0,0.0,0.0,0.0
0,17,34,0.0740919688060343,0.0,0.0,0.0,0.0
0,17,35,0.015764952233416923,0.0,0.0,0.0,0.0
0,17,36,0.04058416495785326,0.0,0.0,0.0,0.0
0,17,37,0.06213475721264248,0.0,0.0,0.0,0.0
0,17,38,0.0843476987068186,0.0,0.0,0.0,0.0
0,17,39,0.08349023384070223,0.0,0.0,0.0,0.0
0,17,40,0.03717660319725875,0.0,0.0,0.0,0.0
0,17,41,0.07030582842315922,0.0,0.0,0.0,0.0
0,17,42,0.08797477476749696,0.0,0.0,0.0,0.0
0,17,43,0.06613747567510896,0.0,0.0,0.0,0.0
0,17,44,0.009976770941253963,0.0,0.0,0.0,0.0
0,17,45,0.022001065247777528,0.0,0.0,0.0,0.0
0,17,46,0.07904081590213254,0.0,0.0,0.0,0.0
0,17,47,0.08755326375914137,0.0,0.0,0.0,0.0
0,17,48,0.011830415453243077,0.0,0.0,0.0,0.0
0,17,49,0.05186149944820293,0.0,0.0,0.0,0.0
0,17,50,0.024903467813788896,0.0,0.0,0.0,0.0
0,17,51,0.04504591901037335,0.0,0.0,0.0,0.0
0,17,52,0.059725040893332686,0.0,0.0,0.0,0.0
0,17,53,0.019799117154363582,0.0,0.0,0.0,0.0
0,17,54,0.07112731561549417,0.0,0.0,0.0,0.0
0,17,55,0.05244222496870804,0.0,0.0,0.0,0.0
0,17,56,0.08361306643380437,0.0,0.0,0.0,0.0
0,17,57,0.056285514920308415,0.0,0.0,0.0,0.0
0,17,58,0.03667192772484938,0.0,0.0,0.0,0.0
0,17,59,0.0807549967147821,0.0,0.0,0.0,0.0
0,17,60,0.08107471394608619,0.0,0.0,0.0,0.0
0,17,61,0.018397956638185796,0.0,0.0,0.0,0.0
0,17,62,0.006410509831777906,0.0,0.0,0.0,0.0
0,17,63,0.021211567649828816,0.0,0.0,0.0,0.0
0,18,0,0.07683368983503938,0.0,0.0,0.0,0.0
0,18,1,0.057493308623856966,0.0,0.0,0.0,0.0
0,18,2,0.012203563853533647,0.0,0.0,0.0,0.0
0,18,3,0.012051105195693827,0.0,0.0,0.0,0.0
0,18,4,0.04114672607388331,0.0,0.0,0.0,0.0
0,18,5,0.05345462758841931,0.0,0.0,0.0,0.0
0,18,6,0.05256103491466638,0.0,0.0,0.0,0.0
0,18,7,0.02053260711055731,0.0,0.0,0.0,0.0
0,18,8,0.012561239561867903,0.0,0.0,0.0,0.0
0,18,9,0.03797243724156308,0.0,0.0,0.0,0.0
0,18,10,0.06490108758639704,0.0,0.0,0.0,0.0
0,18,11,0.06957038408733708,0.0,0.0,0.0,0.0
0,18,12,0.0329592020540647,0.0,0.0,0.0,0.0
0,18,13,0.04503917155863063,0.0,0.0,0.0,0.0
0,18,14,0.013581610935753167,0.0,0.0,0.0,0.0
0,18,15,0.03291762753599187,0.0,0.0,0.0,0.0
0,18,16,0.012059150134563067,0.0,0.0,0.0,0.0
0,18,17,0.02088588840109119,0.0,0.0,0.0,0.0
0,18,19,0.0844598254691716,0.0,0.0,0.0,0.0
0,18,20,0.006461587809377672,0.0,0.0,0.0,0.0
0,18,21,0.02146114759731797,0.0,0.0,0.0,0.0
0,18,22,0.04035679286231118,0.0,0.0,0.0,0.0
0,18,23,0.03431568440598618,0.0,0.0,0.0,0.0
0,18,24,0.04880428132960504,0.0,0.0,0.0,0.0
0,18,25,0.0857457739399988,0.0,0.0,0.0,0.0
0,18,27,0.04431112041003768,0.0,0.0,0.0,0.0
0,18,28,0.08668472169163585,0.0,0.0,0.0,0.0
0,18,29,0.03566394520640008,0.0,0.0,0.0,0.0
0,18,30,0.026412114066974073,0.0,0.0,0.0,0.0
0,18,31,0.0663539197095618,0.0,0.0,0.0,0.0
0,18,32,0.08542076528949857,0.0,0.0,0.0,0.0
0,18,33,0.03379090266069095,0.0,0.0,0.0,0.0
0,18,34,0.06428769913462884,0.0,0.0,0.0,0.0
0,18,35,0.04172042419184028,0.0,0.0,0.0,0.0
0,18,36,0.08351476056830112,0.0,0.0,0.0,0.0
0,18,37,0.06212024215074292,0.0,0.0,0.0,0.0
0,18,38,0.059429126251839895,0.0,0.0,0.0,0.0
0,18,39,0.03936120493647841,0.0,0.0,0.0,0.0
0,18,40,0.02270378312163572,0.0,0.0,0.0,0.0
0,18,41,0.046462150020843945,0.0,0.0,0.0,0.0
0,18,42,0.08121025553897002,0.0,0.0,0.0,0.0
0,18,43,0.07193713038632366,0.0,0.0,0.0,0.0
0,18,44,0.017039015845475524,0.0,0.0,0.0,0.0
0,18,45,0.02248082602246735,0.0,0.0,0.0,0.0
0,18,46,0.05053459085509494,0.0,0.0,0.0,0.0
0,18,47,0.07747639394316529,0.0,0.0,0.0,0.0
0,18,48,0.07376621694020233,0.0,0.0,0.0,0.0
0,18,49,0.03055704062131577,0.0,0.0,0.0,0.0
0,18,50,0.021243916611624086,0.0,0.0,0.0,0.0
0,18,51,0.053336525334259526,0.0,0.0,0.0,0.0
0,18,52,0.06904023331641505,0.0,0.0,0.0,0.0
0,18,53,0.07930000557777875,0.0,0.0,0.0,0.0
0,18,54,0.07208638073693593,0.0,0.0,0.0,0.0
0,18,55,0.04029029472756267,0.0,0.0,0.0,0.0
0,18,56,0.030684753140211546,0.0,0.0,0.0,0.0
0,18,57,0.0506569421980442,0.0,0.0,0.0,0.0
0,18,58,0.019535012610955943,0.0,0.0,0.0,0.0
0,18,59,0.06961280824336036,0.0,0.0,0.0,0.0
0,18,60,0.010646999734940328,0.0,0.0,0.0,0.0
0,18,61,0.02633892635184385,0.0,0.0,0.0,0.0
0,18,62,0.05136496415417387,0.0,0.0,0.0,0.0
0,18,63,0.015276648205989196,0.0,0.0,0.0,0.0
0,19,0,0.023456783596546876,0.0,0.0,0.0,0.0
0,19,1,0.027346264936616252,0.0,0.0,0.0,0.0
0,19,2,0.027112624977757474,0.0,0.0,0.0,0.0
0,19,3,0.028998908689459348,0.0,0.0,0.0,0.0
0,19,4,0.021780451726269696,0.0,0.0,0.0,0.0
0,19,5,0.04009057813057793,0.0,0.0,0.0,0.0
0,19,6,0.06735347268528157,0.0,0.0,0.0,0.0
0,19,7,0.06168845201734243,0.0,0.0,0.0,0.0
0,19,8,0.05217406838383133,0.0,0.0,0.0,0.0
0,19,9,0.022879875018374775,0.0,0.0,0.0,0.0
0,19,10,0.02676463306855964,0.0,0.0,0.0,0.0
0,19,11,0.059410689615963554,0.0,0.0,0.0,0.0
0,19,12,0.018055552167956547,0.0,0.0,0.0,0.0
0,19,13,0.033612593056018616,0.0,0.0,0.0,0.0
0,19,14,0.0511838691628059,0.0,0.0,0.0,0.0
0,19,15,0.0789664609084546,0.0,0.0,0.0,0.0
0,19,16,0.027813461124661834,0.0,0.0,0.0,0.0
0,19,17,0.01674924202915306,0.0,0.0,0.0,0.0
0,19,18,0.04249533094198051,0.0,0.0,0.0,0.0
0,19,20,0.08072498010632687,0.0,0.0,0.0,0.0
0,19,21,0.025169227074777763,0.0,0.0,0.0,0.0
0,19,22,0.08155737940791051,0.0,0.0,0.0,0.0
0,19,23,0.08559992944022582,0.0,0.0,0.0,0.0
0,19,24,0.02715139295233434,0.0,0.0,0.0,0.0
0,19,25,0.030816265056554326,0.0,0.0,0.0,0.0
0,19,26,0.007401723587788312,0.0,0.0,0.0,0.0
0,19,27,0.08876071127144901,0.0,0.0,0.0,0.0
0,19,28,0.0883036601353648,0.0,0.0,0.0,0.0
0,19,29,0.015545064535497432,0.0,0.0,0.0,0.0
0,19,30,0.050616724771295515,0.0,0.0,0.0,0.0
0,19,31,0.06344546922381351,0.0,0.0,0.0,0.0
0,19,32,0.04644078611966244,0.0,0.0,0.0,0.0
0,19,33,0.01718593319510836,0.0,0.0,0.0,0.0
0,19,34,0.07618156811966,0.0,0.0,0.0,0.0
0,19,35,0.08432264347127932,0.0,0.0,0.0,0.0
0,19,36,0.019084986332551845,0.0,0.0,0.0,0.0
0,19,37,0.03912096680024312,0.0,0.0,0.0,0.0
0,19,38,0.07096347138230494,0.0,0.0,0.0,0.0
0,19,39,0.00669415858959252,0.0,0.0,0.0,0.0
0,19,40,0.04445647769565508,0.0,0.0,0.0,0.0
0,19,41,0.06672306545416792,0.0,0.0,0.0,0.0
0,19,42,0.041216691076766475,0.0,0.0,0.0,0.0
0,19,43,0.07259970973758142,0.0,0.0,0.0,0.0
0,19,44,0.011312546812217376,0.0,0.0,0.0,0.0
0,19,45,0.04886587414973439,0.0,0.0,0.0,0.0
0,19,46,0.07398432309980314,0.0,0.0,0.0,0.0
0,19,47,0.07715300478629243,0.0,0.0,0.0,0.0
0,19,48,0.05692848215256983,0.0,0.0,0.0,0.0
0,19,49,0.028610005610006713,0.0,0.0,0.0,0.0
0,19,50,0.0388994566960666,0.0,0.0,0.0,0.0
0,19,51,0.02465904993759406,0.0,0.0,0.0,0.0
0,19,52,0.06124914570139291,0.0,0.0,0.0,0.0
0,19,53,0.05391315887017906,0.0,0.0,0.0,0.0
0,19,54,0.030883045206872357,0.0,0.0,0.0,0.0
0,19,55,0.06311002447347624,0.0,0.0,0.0,0.0
0,19,56,0.052068207336504024,0.0,0.0,0.0,0.0
0,19,57,0.07051664973000171,0.0,0.0,0.0,0.0
0,19,58,0.08621536310941365,0.0,0.0,0.0,0.0
0,19,59,0.061523806801819195,0.0,0.0,0.0,0.0
0,19,60,0.057464237782553274,0.0,0.0,0.0,0.0
0,19,61,0.08345556999068661,0.0,0.0,0.0,0.0
0,19,62,0.037283888089363997,0.0,0.0,0.0,0.0
0,19,63,0.06087913445681322,0.0,0.0,0.0,0.0
0,20,0,0.0687157630977106,0.0,0.0,0.0,0.0
0,20,1,0.03474121498834179,0.0,0.0,0.0,0.0
0,20,2,0.016651323783514596,0.0,0.0,0.0,0.0
0,20,3,0.04760301169509774,0.0,0.0,0.0,0.0
0,20,4,0.0417832692295388,0.0,0.0,0.0,0.0
0,20,5,0.058275151643510326,0.0,0.0,0.0,0.0
0,20,6,0.053426059347227016,0.0,0.0,0.0,0.0
0,20,7,0.06533011136824389,0.0,0.0,0.0,0.0
0,20,8,0.017752411252862952,0.0,0.0,0.0,0.0
0,20,9,0.08160297991339079,0.0,0.0,0.0,0.0
0,20,10,0.06852785001851563,0.0,0.0,0.0,0.0
0,20,11,0.01846118382944851,0.0,0.0,0.0,0.0
0,20,12,0.0188562065656354,0.0,0.0,0.0,0.0
0,20,13,0.07774384425211492,0.0,0.0,0.0,0.0
0,20,14,0.08401548685818326,0.0,0.0,0.0,0.0
0,20,15,0.05650995214248863,0.0,0.0,0.0,0.0
0,20,16,0.08594254033524132,0.0,0.0,0.0,0.0
0,20,17,0.024551719062514132,0.0,0.0,0.0,0.0
0,20,18,0.033166788080784125,0.0,0.0,0.0,0.0
0,20,19,0.0403352076408464,0.0,0.0,0.0,0.0
0,20,23,0.039554390840499526,0.0,0.0,0.0,0.0
0,20,24,0.010932158915303039,0.0,0.0,0.0,0.0
0,20,25,0.006560013118238731,0.0,0.0,0.0,0.0
0,20,26,0.05601029820684044,0.0,0.0,0.0,0.0
0,20,27,0.007259142832350676,0.0,0.0,0.0,0.0
0,20,30,0.04307764784312801,0.0,0.0,0.0,0.0
0,20,31,0.021880470539028668,0.0,0.0,0.0,0.0
0,20,32,0.07238891834654078,0.0,0.0,0.0,0.0
0,20,33,0.044016104381655784,0.0,0.0,0.0,0.0
0,20,34,0.07268087986139411,0.0,0.0,0.0,0.0
0,20,35,0.08523014545799378,0.0,0.0,0.0,0.0
0,20,36,0.07615729055188622,0.0,0.0,0.0,0.0
0,20,37,0.05634757621186399,0.0,0.0,0.0,0.0
0,20,38,0.01875010270302361,0.0,0.0,0.0,0.0
0,20,39,0.05886100952079162,0.0,0.0,0.0,0.0
0,20,40,0.08499543359831636,0.0,0.0,0.0,0.0
0,20,41,0.08248521400611841,0.0,0.0,0.0,0.0
0,20,42,0.07511224960083698,0.0,0.0,0.0,0.0
0,20,43,0.07014594339236346,0.0,0.0,0.0,0.0
0,20,44,0.02212089443767913,0.0,0.0,0.0,0.0
0,20,45,0.029147074033189294,0.0,0.0,0.0,0.0
0,20,46,0.011734877274703084,0.0,0.0,0.0,0.0
0,20,47,0.05896160666261391,0.0,0.0,0.0,0.0
0,20,48,0.01660104921896749,0.0,0.0,0.0,0.0
0,20,49,0.08813615500282591,0.0,0.0,0.0,0.0
0,20,50,0.07676293957897125,0.0,0.0,0.0,0.0
0,20,51,0.019328353790775264,0.0,0.0,0.0,0.0
0,20,52,0.045161636133770576,0.0,0.0,0.0,0.0
0,20,53,0.07262891164375591,0.0,0.0,0.0,0.0
0,20,54,0.006963691064219899,0.0,0.0,0.0,0.0
0,20,55,0.08425190888701414,0.0,0.0,0.0,0.0
0,20,56,0.023406627272695622,0.0,0.0,0.0,0.0
0,20,57,0.06256315842090694,0.0,0.0,0.0,0.0
0,20,58,0.06326155055530981,0.0,0.0,0.0,0.0
0,20,59,0.045385494337860925,0.0,0.0,0.0,0.0
0,20,60,0.07207992086484355,0.0,0.0,0.0,0.0
0,20,61,0.08858963158520872,0.0,0.0,0.0,0.0
0,20,62,0.06119197708176139,0.0,0.0,0.0,0.0
0,20,63,0.015552306758390593,0.0,0.0,0.0,0.0
0,21,0,0.04332453288643693,0.0,0.0,0.0,0.0
0,21,1,0.02737182210118156,0.0,0.0,0.0,0.0
0,21,2,0.04072463603506286,0.0,0.0,0.0,0.0
0,21,3,0.04236155358569194,0.0,0.0,0.0,0.0
0,21,4,0.03452881060092773,0.0,0.0,0.0,0.0
0,21,5,0.040827155391261825,0.0,0.0,0.0,0.0
0,21,6,0.02727966094508344,0.0,0.0,0.0,0.0
0,21,7,0.031897353443437436,0.0,0.0,0.0,0.0
